Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
December,46.554039593155046,Mechanic,118347.55762326453,5164.703963697233,2,5,9.438545275204522,-0.002837262735931091,Mortgage Loan,5,7.558710080117475,5.398730153709003,2.6052133444845094,_,263.5810810119457,38.147463575372505,32.5846706183537,Yes,218.8861656060186,176.49449337432665,Low_spent_Medium_value_payments,1057.6331764150568
October,32.50553648949522,Entrepreneur,28013.904502272384,743.1593625428349,9,8,25.714023152994738,9.016043967305857,"Auto Loan, Auto Loan, Home Equity Loan, Student Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Home Equity Loan",30,20.07944608847789,26.156122391422343,7.076146650518912,Bad,4147.370124172889,31.819223637071673,3.203305881426935,Yes,199.73872243313104,60.094345671867536,!@9#%8,308.1333124840792
December,41.87844214592492,Writer,83573.3638988031,7671.623252586035,4,1,8.587238721486548,2.995110934987314,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",13,9.901063543855496,9.609316123220442,3.3964149189242216,Good,246.23276236690913,23.450062365635215,28.387251283616642,No,27.22223661725473,537.8450274901257,High_spent_Medium_value_payments,651.7742904582541
November,28.868448632854044,Musician,87130.40335777325,6417.904001034751,7,7,22.006901196097505,4.993903854890113,"Student Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",16,15.330093686322108,25.474029380418063,16.666171744284043,Standard,3101.264361006542,40.423296946520864,8.088865284897604,NM,150.16829870672066,159.64047318122277,High_spent_Medium_value_payments,209.98415631990412
September,35.22619893563772,Engineer,-17161.4625397707,976.841697579457,9,7,24.134766808481952,7.020025140562855,"Not Specified, Mortgage Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",53,14.021939216745482,24.12658161836045,10.21982465635503,Bad,3348.5035601627565,30.33284383939721,3.600948671445306,Yes,32.45991583170043,97.26321552281377,Low_spent_Medium_value_payments,260.911054061248
October,47.97649638128598,Architect,24274.25752150332,3341.365853990161,2,6,4.8786341063501135,1.0077188613658585,"Home Equity Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",-2,4.613705906718291,-1.0766808880765597,0.2268377144838023,_,55.80839671193536,40.02524499767165,31.451722357588544,No,36.33582125077703,6.997534647798382,!@9#%8,481.51780189263076
October,20.561805785613952,Manager,77281.97511206278,1309.2149047155165,2,2,5.987864463981731,1.9984599124556972,Personal Loan,13,1.6322407589783134,1.1376516749058125,3.1432439552885456,Good,889.2718250300971,39.616111035605066,32.54037531517136,No,67.2338884212178,129.41038938123026,High_spent_Medium_value_payments,834.1203763706094
October,52.68773123512019,Media_Manager,71255.79699944337,3080.2794997470255,4,4,5.927707754207514,0.015213911861819106,Not Specified,9,11.916552302093816,11.136884667263582,3.3040840234427415,Good,1422.3322312342211,37.22736574811375,19.98514702062105,No,3.4097755424340264,92.10742939388929,Low_spent_Medium_value_payments,960.0937593181112
October,29.78549009895591,Scientist,57537.44219703792,1861.0739443740783,6,6,12.511440791052935,2.0037949348535147,Home Equity Loan,-1,5.458702577796851,10.321509964017242,4.32652835847104,_,1296.92589935926,34.2638202731402,18.781513147491843,Yes,65.34208835561029,126.95008708554045,Low_spent_Medium_value_payments,524.3802397113947
December,31.243982646988265,Architect,64281.622075797466,3551.241816909376,2,6,8.715184760730988,3.99728827384899,"Personal Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Not Specified, and Credit-Builder Loan",3,12.86084157049035,9.29862464578926,2.8144273428384823,Good,138.91312566252984,28.672827027723077,23.14415375852819,No,50.47669724234234,148.99563627113614,High_spent_Small_value_payments,673.587684227319
October,15.731910276880832,Manager,32593.39872165763,1017.3375369422483,8,5,14.77509449273458,1.9905134025356133,"Not Specified, and Credit-Builder Loan",28,22.94912431066795,11.221636832320009,6.780771715234818,Standard,1313.9977542842523,28.45256771773396,6.662193788252509,Yes,52.06073083262889,61.07151484448494,Low_spent_Medium_value_payments,397.494073947446
October,35.91465055690655,Media_Manager,11555.517542170062,1291.2952494561223,4,7,9.862531358991557,0.9896248757147494,Not Specified,5,4.337293397025667,11.141348003588304,2.994582536072456,_,434.9194625436713,34.400859950726975,33.10400750852409,Yes,33.583345269480475,153.56834081078298,High_spent_Medium_value_payments,257.9822747376909
October,46.201472641780455,Manager,47233.509517974984,7581.509824771569,3,4,17.391284420220902,-0.0005774260786212573,Not Specified,5,15.026824522082896,10.742000049917317,5.957222142472782,Standard,1161.970048241516,35.62018836282679,28.222281471094924,Yes,1.5119523879000827,49.07665896813049,High_spent_Large_value_payments,698.7137508401587
November,19.52070735374059,Developer,53803.100963835415,12927.423713801782,5,6,5.624752666483698,0.9954459332677463,Payday Loan,0,8.241163674460854,2.3578250455769845,3.583657244600481,Good,1476.187337786185,32.35532604582293,33.20995706906485,No,78.57856452494903,127.14301443538224,Low_spent_Small_value_payments,909.7951449156196
December,34.1841782743611,Mechanic,-3818.692965781069,907.9940761750662,9,8,24.466834559572117,8.025273260500892,"Not Specified, Not Specified, Personal Loan, Personal Loan, and Debt Consolidation Loan",59,24.244459400622052,20.047367327940947,10.619051988498967,_,1682.6678529460612,22.593605591441346,21.087883131397593,Yes,13.961803013461589,31.66575980721808,High_spent_Medium_value_payments,289.7134053005078
September,33.81689337297519,Accountant,15561.47481065373,1401.0877798500876,6,6,11.500127705650003,3.997282042124351,"Not Specified, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Auto Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Credit-Builder Loan",12,21.516504456023863,15.637828628503506,15.389633049565543,Bad,1260.6761837275837,25.322214526192766,18.722715744537865,Yes,414.5089275845095,322.0479839897045,Low_spent_Large_value_payments,423.2841188174036
December,36.561082337769925,Developer,84238.58757175386,8927.0793215877,0,4,7.911360142030638,-0.018074572790503986,Payday Loan,1,8.430017370193262,3.047727635297851,3.2856519565550943,Good,961.1301931956511,36.728482796354044,32.53899959226978,No,102.53344049221204,123.13016519992743,High_spent_Medium_value_payments,412.3128333792971
November,20.171699981365002,Musician,83507.68270231411,5964.678191865921,4,7,9.954105535222883,1.98534327452589,Student Loan,22,9.20568772778986,9.695970686871853,4.39403534805454,Standard,66.22885657410126,36.56800183006604,21.986465128163683,No,40.976871342276574,139.13061623640658,High_spent_Medium_value_payments,442.0979824450459
September,28.167144853464603,Accountant,22355.30190723808,4738.139798578287,6,3,10.362557636628448,4.004480773557447,"Home Equity Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",32,19.518515422369905,18.926763537697077,9.970792109969416,Standard,1858.4399241328151,22.63259137959089,7.523686806491464,Yes,137.44693404119965,53.91313998348723,High_spent_Small_value_payments,464.02631791906117
October,27.78377958266562,Writer,33217.62651550553,1328.6319552247664,6,9,24.56518378709099,6.997681513700398,"Home Equity Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Personal Loan, and Not Specified",18,23.270451968253514,15.230313522786103,13.607506703648145,Bad,4215.585661855819,30.476577464200172,11.11053485895486,Yes,44.34671960758526,80.39575915698897,High_spent_Medium_value_payments,260.75553863865883
September,27.827624571398626,Musician,11036.011706465331,5153.722796561584,9,6,18.218548951840027,7.968532416299938,"Not Specified, Student Loan, Auto Loan, Payday Loan, Payday Loan, Student Loan, and Credit-Builder Loan",15,21.94327367722354,1.2574231509577682,14.336786769699245,Bad,1842.515943019968,25.355566257211677,7.955546120591414,NM,154.88492498064608,187.26390797856612,High_spent_Medium_value_payments,236.86458260247343
December,35.58347486739507,Engineer,-5336.988354477988,1270.49784783258,9,5,23.645478364531392,2.9939833994263227,"Auto Loan, Personal Loan, Payday Loan, and Home Equity Loan",40,22.265643509911992,20.084543310372176,13.092792218515065,Standard,2741.443113528639,22.284104488386877,19.09384554207692,NM,27.724104067798038,103.58415041116974,Low_spent_Small_value_payments,224.17229577201118
November,46.286528886464275,Mechanic,59365.426621928484,6223.185925737883,7,6,5.327213030680596,1.9823495567186653,"Credit-Builder Loan, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Student Loan, and Student Loan",1,13.925403889053701,10.522753217243121,8.068674717089916,_,735.3002684748062,35.479064692696156,18.41159746843256,Yes,113.65645065840033,749.4955473139566,High_spent_Medium_value_payments,508.0381369929705
November,49.44153059828872,Accountant,2422.270363371077,1500.5643769946403,3,6,11.94294133196445,0.011266178195031777,Not Specified,15,8.958730727613233,2.318230675051623,6.529830428445088,Standard,834.4129419867577,24.130972544081363,30.217478754431824,Yes,5.746862210344005,42.427279883190444,Low_spent_Large_value_payments,300.28287988758404
September,35.49845041083331,Musician,57661.154885061325,6627.680357329973,8,3,12.582986800877958,1.9988604501438023,"Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",30,8.250126841716082,6.642076597291793,5.964974426655257,Standard,82.45501686137501,36.74310042316848,9.51809231984606,Yes,339.6252739140328,63.36070724653023,!@9#%8,778.2907472468573
October,18.993947974194878,Entrepreneur,13356.330761509533,828.4999136945847,4,5,12.115927128646273,1.9924008183560347,"Mortgage Loan, Payday Loan, and Credit-Builder Loan",23,9.137609907832228,0.06184836852365039,6.605681287611356,Standard,330.26394426226614,31.75162194475494,20.015140329176383,NM,41.17927110614597,53.55781750538425,Low_spent_Small_value_payments,266.8140101457996
December,17.76251623440614,Writer,96891.43135886497,2782.184794319621,0,1,9.176809554777586,2.005331021473208,"Personal Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",3,9.715478054958247,7.894210927916042,3.4749369439902016,Good,651.8535159371089,34.15479195534676,28.59082692909902,No,189.67111130906633,525.8476450310916,High_spent_Large_value_payments,1045.0119144196856
December,20.71873058271025,Musician,65045.981177136855,2067.5372338897114,2,6,10.902281229112052,3.984076200451988,"Not Specified, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Payday Loan",7,8.482463922046707,4.35018826073804,3.2644187806285494,Good,1221.6322031873465,37.89971121145526,27.781003153757666,No,176.167398362226,105.2215399412037,High_spent_Medium_value_payments,361.35143254341494
September,28.65400788642959,Developer,87092.04901478803,14403.207835545209,0,3,5.609967761386734,1.9926785525893664,"Credit-Builder Loan, Payday Loan, Mortgage Loan, and Not Specified",-2,1.2808587427028042,0.9539762077270072,3.834902312616211,Good,875.3800611815434,35.98218262254736,28.97282545856795,No,137.80555410454642,127.03209229428907,High_spent_Medium_value_payments,1129.4856107656913
September,42.206749699748244,Teacher,7801.020179038809,4597.7607484300825,4,3,17.42282310766176,0.03222659266173619,Not Specified,8,15.125251682436,10.669708267435784,3.8183478172413703,Standard,1220.0716714457353,25.70248703627232,19.1399739416215,Yes,-10.020587853457897,48.737536538781,High_spent_Large_value_payments,406.46440842007235
October,32.114102817092956,Writer,59250.93467538914,768.1403489389298,6,9,21.02783328943075,9.007973253524394,"Debt Consolidation Loan, and Student Loan",45,16.126267207074218,7.501873673872302,10.812112242949851,Bad,4669.413127199237,24.194864424411694,11.4601592004017,Yes,79.49467756035519,50.29116338948571,Low_spent_Small_value_payments,297.98516657118324
December,30.563424858414354,Mechanic,10759.800417329636,685.1049390211327,9,8,25.36394462811168,7.947916461413057,"Credit-Builder Loan, and Payday Loan",55,20.822140764812982,1.1457651082347629,14.61703725780869,Bad,4713.5231879085095,34.70718701816889,11.30631197921296,Yes,66.41621325421363,39.82569944661681,Low_spent_Small_value_payments,264.4870418930284
November,26.72957608624997,Mechanic,54857.5108648074,1137.1726345749885,7,7,18.22299395323211,2.998330950153915,"Student Loan, and Credit-Builder Loan",41,15.834255222072702,5.6166411071527484,6.628835807597505,Standard,2489.695475718522,30.54582315312767,16.485280594323743,Yes,39.2517894730013,56.61746160647851,Low_spent_Small_value_payments,108.47286296360768
December,20.264549594304714,Manager,106219.7334165989,14262.521515050797,3,5,8.43680378243679,1.9996906833507682,"Home Equity Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan",4,10.26165146299136,6.961024244010786,3.478065296486802,Good,636.8898204124699,30.88420954543475,18.830387877766118,No,396.1304439690605,64.32904008895154,Low_spent_Medium_value_payments,699.0176493250091
September,33.727268383111536,Architect,-2338.057663014275,512.0989997031947,9,8,20.88442120343026,9.012315435258788,"Personal Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",42,16.03548521486887,0.28680428969940497,14.650297234526011,Bad,3336.4349292981856,37.21806086054664,5.940742292855441,Yes,179.63529967603145,58.8027221858799,Low_spent_Medium_value_payments,238.1700760793364
September,33.91560055591467,Developer,69363.2097160381,1887.581745556597,5,6,20.315923953303372,1.996158135848429,"Debt Consolidation Loan, and Debt Consolidation Loan",7,9.410625059110217,4.666270572441054,13.05703676376829,Standard,664.8673946416013,36.38345747676948,17.449484583721308,Yes,64.68505642309803,48.987432350347945,Low_spent_Small_value_payments,335.3938286744971
November,41.83535975805194,Entrepreneur,23640.77707274222,1542.7907099156719,4,7,8.509158485099507,4.002529323461679,Not Specified,0,14.013222470941036,3.032886316550401,0.6780398747908125,_,202.6819738162761,30.900046250731748,18.62398288291444,No,73.27835837080679,15.099168551643217,Low_spent_Medium_value_payments,278.3231656912465
November,42.30098332671962,Engineer,80964.31005316498,1783.4038587189148,6,6,10.255258081903932,2.9948421434426375,Credit-Builder Loan,10,7.744272523758462,9.101114972071162,3.2130948504863146,Standard,1039.3617653497445,37.89172992516303,30.83927857552298,Yes,39.22032352062358,127.73175631318644,Low_spent_Medium_value_payments,950.045489479614
October,34.52288428070423,Architect,14867.354367439133,829.5396500268412,9,9,23.09826450848311,9.028543072688265,"Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, Student Loan, Not Specified, and Personal Loan",22,15.260012339986135,14.159900067269977,13.98706574275362,Bad,3777.847823902564,36.413842146824265,11.060756012302303,Yes,48.74732270613264,137.40862647121767,Low_spent_Small_value_payments,187.9792163288164
October,38.95454624175821,Engineer,33497.362838849964,3054.892670950497,7,7,24.78472053526191,6.002637599172541,Mortgage Loan,13,9.839049037468317,9.269282362260489,15.805902825450207,Bad,1406.7673776865565,26.876737397261522,7.718643371957768,Yes,99.55742250779602,4.278377728244919,High_spent_Medium_value_payments,289.83191633544146
September,45.90433029864079,Developer,90919.92039048641,6803.947108085504,4,5,10.386641285799675,2.005985801360148,"Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Personal Loan",4,11.596867568562006,-4.075438761699525,3.9445589108734564,Good,703.9558796192518,28.196720568800714,22.66364014247588,No,368.67835733232846,163.9856145714764,High_spent_Medium_value_payments,509.5881814572161
September,15.14544385490021,Entrepreneur,24426.145288384087,625.0918795511784,9,5,11.657268631323948,2.000806712686874,Student Loan,9,9.462839894853293,10.528525215882267,13.595259706272897,Standard,1072.2469129957167,25.954066563918797,7.270744075222427,Yes,226.35857334985675,62.39073053808236,High_spent_Medium_value_payments,317.0609023930334
October,45.91992906743024,Media_Manager,80489.3240110024,3665.333992366058,1,4,8.35540591998001,2.004850699142824,Student Loan,14,7.2597260259413225,10.041178427404354,3.6736247937349353,Standard,249.11103801097482,31.07894809619903,32.51082229974326,Yes,75.65888823789197,545.7160281054988,High_spent_Small_value_payments,1045.0066030047008
November,34.22231153348548,Mechanic,99378.51095854098,5495.326833068989,1,3,4.150467211752112,1.9929134393735586,"Payday Loan, Mortgage Loan, Not Specified, Credit-Builder Loan, and Not Specified",10,3.0829877668330443,7.096953790092114,2.426940775071189,Good,-8.057583215576443,35.59064077531316,31.566678109446386,No,245.98190372555274,543.5396538987673,High_spent_Medium_value_payments,252.0537988360775
October,50.501863313600914,Writer,50848.572070208735,666.2238550612085,2,4,10.005352154038935,0.9824959534203181,"Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Student Loan",-4,1.6455354040563979,14.860927467878417,1.7814116956026225,Standard,1354.948496861571,34.702844873726676,18.27194955966497,Yes,11.050427470540102,543.3330152391849,High_spent_Small_value_payments,516.4109638382806
October,43.39409695074489,Media_Manager,35918.624630164886,1237.1647237570246,2,5,8.850950782861803,-0.012267613654042176,Not Specified,22,13.95335957911886,8.082459569675478,-0.3637265941907699,_,359.23211678072823,31.2992547521155,18.756473636398194,No,24.260329451987978,9.728504157931589,Low_spent_Medium_value_payments,316.8935124749924
September,42.00168683352149,Entrepreneur,74090.16189438487,4624.852095235091,7,2,10.843768657289676,-0.005369072874301047,Not Specified,18,14.012952137100147,7.632836267561233,4.190802429995763,_,753.9786744214437,35.70431531854818,21.543237997881832,Yes,18.175935651098566,42.71623402198739,High_spent_Large_value_payments,872.6621346111468
October,34.2065703088401,Manager,19537.677565479713,3067.690340917927,9,4,14.97956744322429,1.9944333718189644,"Debt Consolidation Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",36,24.291769110650016,11.146168681366163,6.7045106932313345,Standard,517.5309956074096,29.623756338599563,12.218611533318729,Yes,15.599939934654081,56.903300588338126,Low_spent_Small_value_payments,318.4033837156127
November,38.39612377631066,Writer,6469.744203748931,1439.690398810524,4,4,14.094622181212062,1.9963156988596455,"Home Equity Loan, and Home Equity Loan",18,14.007397750297542,4.649922422706206,10.270117665189858,Standard,1441.7882446227557,36.96174788475213,17.36321092858039,Yes,19.376325570597867,29.10503740979641,Low_spent_Small_value_payments,352.3314707311137
December,32.05523955922501,Entrepreneur,29092.21112299976,1743.2811355430863,6,7,9.595032917864097,2.003048664986775,"Debt Consolidation Loan, and Debt Consolidation Loan",13,15.321713983245536,0.7645462317436662,10.532529584216128,Standard,671.5337791759551,34.42915567938063,12.567171824040301,Yes,40.13011537261446,150.2209815674329,Low_spent_Small_value_payments,358.34826865714916
December,42.535994010978,Media_Manager,27011.336847177197,3083.1044600447053,8,6,9.727968302079079,2.011825472438645,"Credit-Builder Loan, and Not Specified",25,15.44629763216942,19.164142200784077,7.475843029548123,Standard,1515.4888797152607,30.791283755530095,20.693306891816228,Yes,55.3627389680705,125.2509656504748,Low_spent_Large_value_payments,383.30159261702664
October,41.90043920212608,Journalist,107509.03595406156,6503.018482800875,6,6,8.063318481843966,1.9866743609949016,"Personal Loan, Payday Loan, Payday Loan, and Payday Loan",1,4.111599080933249,2.6789768809335324,3.8662245516519884,Good,166.50903504901015,39.27002054227359,21.750838193106734,No,108.56604720494215,536.0443277516156,High_spent_Medium_value_payments,214.91664246242618
October,19.484116508300474,Doctor,63207.11595256197,6334.739491527173,5,5,11.09494229579762,2.996215706406815,"Payday Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",26,15.057638581504218,14.616658428238818,6.680087508372773,Standard,1218.5307211833886,23.148545137900147,18.55827397940544,Yes,180.60269579882635,128.2738068053026,!@9#%8,479.19324818049233
December,36.443106913468,Manager,55548.803330291965,1203.4310529229806,5,7,24.538492328051294,5.99051361936938,"Auto Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",18,19.647464688218605,15.510678735820916,13.70404812095709,Bad,1812.1304056537138,34.53292947848864,6.593027294104701,Yes,74.05104144745661,143.2608893049304,!@9#%8,401.44421729367593
October,35.33878697988989,Manager,-13314.449825201918,662.7722430228921,9,9,22.48925621195977,2.9951044687287234,"Personal Loan, Personal Loan, Credit-Builder Loan, Personal Loan, Not Specified, and Home Equity Loan",46,21.90765175067608,17.084694754511823,13.488718872045077,Bad,2481.7237550357386,29.103198814877157,12.444645614532046,Yes,26.289484050600983,56.18343783168648,Low_spent_Small_value_payments,277.38756089878564
December,15.61745133334393,Entrepreneur,47665.94306153678,1012.8701713690575,6,6,16.955060431503902,4.003758571603082,"Credit-Builder Loan, and Debt Consolidation Loan",22,14.012576766626598,14.246082205687358,9.425448018983303,Bad,2366.37440891951,32.588817636350036,11.92328800600378,Yes,163.5144173726745,113.62916195406245,Low_spent_Small_value_payments,394.80560503927455
December,37.10977474700692,Doctor,-29265.664090252292,1355.573183442032,6,5,10.756220855509097,3.9996581891983203,"Credit-Builder Loan, Not Specified, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Student Loan, and Mortgage Loan",11,15.314741267994956,7.7967024987879245,6.485215524860717,_,1433.0328614224265,25.054514667090256,17.565881276933027,No,45.01920767092424,29.830388231227687,!@9#%8,303.52907956478464
October,25.16031713019928,Accountant,16056.85857300253,3776.7876957324056,9,4,19.170285466609155,5.991287096922848,"Auto Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Student Loan, and Student Loan",60,14.58555031128739,20.98538364820967,16.252773363411094,Standard,2014.7566526353019,23.04824540798896,9.308494628877629,Yes,751.1741631346508,121.18783934628166,!@9#%8,137.40241553956432
October,21.474760585288767,Musician,50285.642485290446,3817.8922868477275,7,4,12.908734333604363,2.999417357368266,"Home Equity Loan, Debt Consolidation Loan, and Payday Loan",4,14.008004763462736,12.99246544659015,8.921217666415675,_,28.725864953213204,33.65005536970604,31.381449438399542,No,217.84792438763427,82.47549016581297,High_spent_Medium_value_payments,424.7204438508483
December,44.935764055730466,Doctor,29881.861336994287,1353.9620891026625,4,6,10.345035409373335,1.0163462464418997,"Payday Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Not Specified, Personal Loan, Payday Loan, Student Loan, and Personal Loan",1,7.8237425829924705,-2.865807308897968,3.2863350529245774,Standard,947.1272003928067,35.55298533907626,21.29094259628866,No,112.27952508054732,78.76560580824845,!@9#%8,307.0966258495653
December,28.89101217490558,Accountant,-20755.756728132357,5448.764010294541,7,5,23.40660521614453,9.033425369156465,"Payday Loan, and Debt Consolidation Loan",30,22.810465014870104,15.48775570033933,6.880009881208614,Bad,4640.009934278902,27.53384011418322,5.238779582026291,Yes,79.52653046498776,68.30172783949865,Low_spent_Medium_value_payments,431.97426254162485
September,44.3097729244177,Mechanic,34603.9985067332,1490.4503257993215,8,6,10.774213383855928,8.002707751856926,"Credit-Builder Loan, and Debt Consolidation Loan",15,9.39288050159344,15.841761363549848,15.624502674753868,Standard,1355.9392487883001,22.96670113116858,20.283523551510253,Yes,3.1906214674843305,129.88621226950872,Low_spent_Small_value_payments,255.73946431344575
November,32.51890784696932,Writer,45751.927590114734,9993.798540029764,1,1,9.454560939866507,0.004394854217272964,Not Specified,5,10.130696910207554,7.37670028416807,5.838499744972176,Good,1317.050645310182,29.545868852499638,24.264646732287133,No,14.152476646392278,682.004833252514,Low_spent_Small_value_payments,582.4847754651632
December,34.97317157805966,Developer,79208.74671704497,2607.550210034594,4,5,10.838309825808,2.004391983341538,"Personal Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Payday Loan, Not Specified, and Debt Consolidation Loan",2,0.9977643489490057,9.040019028156895,3.7983085533997434,Good,666.6041169433669,36.015575442798216,18.619259362712853,No,75.31180168581515,467.70823499445356,High_spent_Medium_value_payments,934.1166057041969
September,50.01149348048668,Entrepreneur,65026.278833775155,6167.024312150854,4,5,8.62408440986752,1.0051479959257326,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",0,8.47873504192994,1.2456702987215085,8.531764915855295,_,382.3271357473004,31.891550573385608,18.699500442634005,Yes,54.33252235370697,131.39214600280954,!@9#%8,260.1550911056243
October,28.589732156980997,Accountant,35809.37992323866,3108.041993293887,9,9,23.79583738919975,8.964443703915906,"Payday Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",39,22.200557096517585,7.611381909560874,14.960732417328384,Bad,3694.6138048488933,30.489728506351973,6.276684533493131,Yes,213.5273848847553,382.4324647326123,Low_spent_Large_value_payments,425.34494461814205
November,22.2377927879328,Manager,-14885.647601496443,1564.5572371440585,7,5,7.559414731904553,2.9977884052942705,"Auto Loan, Home Equity Loan, Not Specified, and Personal Loan",30,8.712763467869001,6.371502456595361,6.214706196509105,Standard,807.2490432130624,30.99859451484638,20.18174525953318,Yes,5.937161922021012,69.01723065314171,High_spent_Small_value_payments,338.51767802833905
September,34.33168144218416,Architect,3060.6330069066535,3077.7732825490516,7,5,19.02515225526187,4.001532592597897,"Mortgage Loan, Auto Loan, and Personal Loan",27,14.001830051532979,1.664847411421322,6.879771009897327,Standard,927.7350719401675,36.27981466983624,14.426174284058993,No,89.5161096471252,97.34680216817148,!@9#%8,599.7591873026308
November,22.592079227076958,Entrepreneur,9714.226896980152,774.6654907882631,9,3,19.794079609650634,2.996160199911862,"Auto Loan, and Student Loan",22,23.3707812559502,6.102806506015769,14.612877431802115,Bad,1640.639722335527,35.96169971355735,20.482991347192893,NM,51.59418450036203,59.694722016906724,Low_spent_Small_value_payments,241.86176109705053
December,18.97155714422664,Entrepreneur,10847.527634625949,1681.5739831129613,4,5,17.883806914825783,6.0065150076315525,"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",27,14.727999778809503,15.1550809369348,9.98623249181482,Standard,1514.8267137267121,26.09004473678615,8.958202186227766,Yes,70.13400601565753,113.1470371287412,Low_spent_Small_value_payments,286.21336386509046
December,30.27555259993535,Mechanic,4933.528024875224,1451.9059061746752,6,3,14.044935903624374,1.999114870570696,"Payday Loan, Auto Loan, and Debt Consolidation Loan",42,24.245380175904565,7.115925864042666,12.368988106032672,_,1420.2883050758571,37.08342821771702,19.095919988351856,NM,58.9843246144487,128.45137285335022,Low_spent_Small_value_payments,287.1328056910797
September,19.41292735335628,Entrepreneur,1553.8354108575295,6416.512801157862,6,9,24.340674740483774,6.0151288262030995,"Auto Loan, Not Specified, Auto Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Credit-Builder Loan",26,21.49192720856341,7.470437949425675,7.068369452129853,Standard,1618.996157323436,23.926903635963537,7.147825286925917,Yes,83.33566723964209,54.89140932246788,High_spent_Small_value_payments,375.47709433492724
December,36.76921863418292,Engineer,37333.874355575834,723.3555492318203,7,9,22.203262970396622,6.000880249444266,Mortgage Loan,15,9.699407164973548,17.04474766349378,13.195480533588237,Bad,1769.06933492428,37.18100272638383,11.285296247754745,Yes,115.46423123094357,15.374158193824563,High_spent_Medium_value_payments,262.6732032287699
December,18.850680361776732,Writer,-30415.810639408926,2195.1241825039247,2,3,7.364196865745527,2.0005894875787065,"Payday Loan, Student Loan, Auto Loan, and Not Specified",18,8.886680638101984,-2.836292785874631,3.6994109740554717,_,1404.6714499395162,34.60557556233935,18.77389888054888,No,82.25159915441388,230.20276150933677,Low_spent_Small_value_payments,444.3678647744618
November,35.43056207882975,Mechanic,3597.217566166524,1799.5391267678617,9,9,22.205618524588544,1.9933347745726686,"Not Specified, and Personal Loan",28,21.280181365583754,2.237619805037623,13.801844521961007,Bad,2485.1279064764976,36.07505878669946,14.623093972757363,Yes,38.91444461008723,130.85425470777957,Low_spent_Small_value_payments,284.78854716975013
December,35.4857159693619,Scientist,56400.65617699865,6097.147637804657,4,6,23.963077834523162,6.006051057962724,Credit-Builder Loan,18,20.897489127710703,18.142868989635303,9.080725009632841,_,1284.4140694277344,23.893304997683703,7.797904899515826,Yes,100.66045047055485,210.861874529126,High_spent_Small_value_payments,237.86448023931146
