Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
03/07/2004,05.00.00,0.7,892.0,4.5,739.0,74.0,964.0,68.0,1479.0,768.0,20.15295735700056,50.7,1.1844
03/07/2004,06.00.00,0.7,914.0,5.9,809.0,69.0,912.0,69.0,1530.0,807.0,20.541691695107147,49.3,1.176
03/07/2004,07.00.00,1.8,1096.0,11.1,1017.0,162.0,722.0,101.0,1743.0,1204.0,21.39170203084359,48.0,1.2086
03/07/2004,08.00.00,2.3,1173.0,14.4,1130.0,208.0,648.0,120.0,1885.0,1401.0,23.206943024299107,43.9,1.2344
03/07/2004,09.00.00,1.9,1125.0,11.1,1016.0,168.0,712.0,124.0,1725.0,1256.0,25.3112494595116,40.7,1.2921
03/07/2004,10.00.00,1.7,1079.0,9.9,976.0,139.0,781.0,113.0,1669.0,999.0,29.88828389486298,31.1,1.2883
03/07/2004,11.00.00,1.3,974.0,8.8,930.0,104.0,872.0,97.0,1536.0,712.0,33.871354709146544,21.3,1.1067
03/07/2004,12.00.00,1.5,977.0,9.9,973.0,99.0,865.0,94.0,1550.0,712.0,36.16128745357855,16.0,0.9465
03/07/2004,13.00.00,1.3,912.0,7.4,873.0,89.0,946.0,86.0,1436.0,614.0,36.708345820661634,15.2,0.9177
03/07/2004,14.00.00,0.8,896.0,6.1,817.0,57.0,992.0,70.0,1426.0,554.0,37.45038120262325,15.8,0.9998
03/07/2004,15.00.00,0.8,896.0,6.2,822.0,64.0,1002.0,70.0,1391.0,722.0,37.645683703478426,15.0,0.9721
03/07/2004,16.00.00,1.1,956.0,7.1,862.0,65.0,930.0,82.0,1479.0,636.0,37.98013920709491,16.8,1.0933
03/07/2004,17.00.00,1.2,970.0,8.0,900.0,79.0,909.0,93.0,1524.0,664.0,37.048163749161176,17.5,1.0789
03/07/2004,18.00.00,1.2,929.0,7.3,869.0,80.0,942.0,89.0,1454.0,624.0,35.244489742442966,17.0,0.9561
03/07/2004,19.00.00,1.4,947.0,8.7,926.0,81.0,905.0,90.0,1484.0,659.0,31.944543757941574,20.4,0.9462
03/07/2004,20.00.00,1.1,1003.0,7.5,880.0,59.0,864.0,67.0,1537.0,695.0,29.263973915571114,29.6,1.1792
03/07/2004,21.00.00,1.5,1045.0,9.0,940.0,90.0,822.0,94.0,1658.0,920.0,27.474690069677308,33.4,1.2022
03/07/2004,22.00.00,2.0,1125.0,11.6,1035.0,122.0,728.0,109.0,1726.0,1150.0,26.670683974516578,35.8,1.2318
03/07/2004,23.00.00,1.9,1138.0,10.2,985.0,120.0,742.0,103.0,1710.0,1141.0,25.2257401435636,42.7,1.3473
04/07/2004,00.00.00,2.2,1217.0,12.3,1060.0,126.0,660.0,101.0,1840.0,1227.0,24.125757687841542,51.9,1.5252
04/07/2004,01.00.00,1.1,983.0,6.4,831.0,68.0,847.0,71.0,1585.0,887.0,24.654447238892317,44.4,1.3476
04/07/2004,02.00.00,1.1,1007.0,7.2,864.0,65.0,816.0,71.0,1639.0,987.0,22.72430306696333,51.0,1.3805
04/07/2004,04.00.00,0.6,914.0,4.3,725.0,38.0,949.0,49.0,1550.0,780.0,21.343556225998327,56.8,1.4094
04/07/2004,05.00.00,0.6,886.0,3.8,702.0,31.0,971.0,43.0,1528.0,767.0,20.37063144519925,59.6,1.3994
04/07/2004,06.00.00,0.6,899.0,4.0,708.0,40.0,972.0,44.0,1559.0,780.0,21.36251251597423,56.7,1.4178
04/07/2004,07.00.00,0.6,942.0,4.2,723.0,36.0,968.0,42.0,1573.0,698.0,23.187169599463232,54.6,1.5177
04/07/2004,08.00.00,1.1,1022.0,6.1,817.0,64.0,835.0,69.0,1669.0,821.0,23.855244245380163,54.3,1.5731
04/07/2004,09.00.00,1.0,1009.0,6.0,810.0,56.0,859.0,65.0,1634.0,772.0,25.46393240557518,49.3,1.5732
04/07/2004,10.00.00,1.0,1025.0,5.9,809.0,56.0,877.0,68.0,1606.0,690.0,29.87285325815901,37.7,1.544
04/07/2004,11.00.00,1.0,977.0,5.4,783.0,43.0,939.0,58.0,1543.0,586.0,34.11028313967108,26.2,1.3664
04/07/2004,12.00.00,0.8,936.0,4.9,757.0,40.0,1007.0,52.0,1459.0,523.0,36.01353368582204,22.4,1.2933
04/07/2004,13.00.00,0.7,884.0,3.9,703.0,34.0,1076.0,46.0,1394.0,488.0,38.20128156628925,18.8,1.222
04/07/2004,14.00.00,0.4,809.0,3.2,664.0,28.0,1185.0,40.0,1270.0,427.0,38.51136742684104,14.8,0.9942
04/07/2004,15.00.00,0.5,852.0,4.1,718.0,32.0,1109.0,47.0,1307.0,468.0,39.550086658447675,14.5,1.0149
04/07/2004,16.00.00,0.6,872.0,4.0,708.0,39.0,1106.0,56.0,1331.0,489.0,38.862119547557086,15.6,1.0613
04/07/2004,17.00.00,0.7,839.0,4.8,752.0,52.0,1102.0,64.0,1298.0,515.0,37.46407825894081,12.7,0.8211
04/07/2004,18.00.00,0.9,854.0,5.5,788.0,60.0,1064.0,71.0,1310.0,562.0,35.58629323751658,13.4,0.7749
04/07/2004,19.00.00,1.6,971.0,9.1,942.0,104.0,900.0,103.0,1541.0,776.0,32.20017048055888,19.7,0.9345
04/07/2004,20.00.00,1.6,985.0,9.1,944.0,102.0,866.0,97.0,1541.0,833.0,29.951696480216924,23.5,0.9869
04/07/2004,21.00.00,1.7,1027.0,10.1,981.0,120.0,817.0,108.0,1631.0,1023.0,28.126732469536364,28.7,1.0806
04/07/2004,22.00.00,1.3,1012.0,7.4,876.0,89.0,853.0,87.0,1580.0,967.0,26.150657100835815,35.7,1.1842
04/07/2004,23.00.00,1.9,1086.0,9.9,973.0,121.0,766.0,104.0,1656.0,1089.0,25.321372865349986,39.2,1.2452
05/07/2004,00.00.00,1.5,1025.0,9.0,939.0,107.0,790.0,93.0,1635.0,1103.0,24.598497751285322,38.7,1.1845
05/07/2004,01.00.00,0.6,848.0,3.7,692.0,41.0,1034.0,55.0,1412.0,734.0,25.656608476070687,35.7,1.1499
05/07/2004,02.00.00,0.4,839.0,3.0,652.0,34.0,1075.0,49.0,1405.0,671.0,22.495232637273148,43.2,1.1589
05/07/2004,05.00.00,0.4,799.0,2.4,613.0,38.0,1120.0,43.0,1387.0,641.0,21.70698697876651,45.7,1.1665
05/07/2004,06.00.00,0.7,879.0,5.6,792.0,59.0,906.0,57.0,1521.0,825.0,21.071086031384766,47.3,1.1654
05/07/2004,07.00.00,2.0,1104.0,14.3,1125.0,165.0,697.0,80.0,1815.0,1179.0,21.440331906778738,44.1,1.1269
05/07/2004,08.00.00,3.9,1344.0,27.7,1496.0,287.0,519.0,134.0,2311.0,1651.0,23.707292451793663,37.9,1.0988
05/07/2004,09.00.00,3.6,1226.0,19.1,1272.0,317.0,632.0,157.0,1901.0,1474.0,25.863394659245387,30.1,0.9953
05/07/2004,10.00.00,3.2,1157.0,15.9,1176.0,330.0,691.0,175.0,1779.0,1370.0,30.40374922758201,23.2,1.001
05/07/2004,11.00.00,2.2,1059.0,12.3,1060.0,204.0,798.0,147.0,1638.0,1141.0,33.922263622807804,19.1,1.0048
05/07/2004,12.00.00,2.2,1076.0,12.2,1057.0,189.0,778.0,140.0,1633.0,1076.0,36.105798786273226,18.0,1.0636
05/07/2004,13.00.00,2.1,1066.0,11.7,1041.0,165.0,783.0,137.0,1641.0,1036.0,37.36246061651036,17.3,1.0914
05/07/2004,14.00.00,1.8,1049.0,10.4,994.0,139.0,813.0,123.0,1580.0,881.0,39.42858336050995,15.6,1.102
05/07/2004,15.00.00,2.0,1097.0,12.7,1074.0,156.0,776.0,138.0,1671.0,960.0,40.37340961769223,14.9,1.1033
05/07/2004,16.00.00,1.8,1087.0,11.1,1018.0,130.0,791.0,132.0,1624.0,883.0,40.01412271067966,16.1,1.1699
05/07/2004,17.00.00,3.0,1269.0,19.0,1269.0,173.0,633.0,174.0,1942.0,1221.0,39.39715853756934,18.9,1.3251
05/07/2004,18.00.00,4.3,1328.0,24.1,1405.0,302.0,584.0,203.0,2072.0,1518.0,37.303875220131886,19.9,1.2437
05/07/2004,19.00.00,3.5,1200.0,19.1,1270.0,239.0,654.0,176.0,1906.0,1264.0,33.513819199288264,22.9,1.1747
05/07/2004,20.00.00,2.5,1098.0,13.6,1105.0,139.0,732.0,125.0,1768.0,1061.0,30.64779602785711,28.9,1.2501
05/07/2004,21.00.00,1.8,1058.0,10.7,1004.0,92.0,776.0,98.0,1684.0,947.0,28.76814005896449,32.8,1.2776
05/07/2004,22.00.00,1.9,1081.0,11.3,1025.0,104.0,738.0,103.0,1757.0,1059.0,27.4909430139669,36.8,1.3207
05/07/2004,23.00.00,1.9,1062.0,9.6,962.0,108.0,776.0,104.0,1674.0,1030.0,26.214363360311836,39.7,1.3249
06/07/2004,00.00.00,1.9,1078.0,9.8,971.0,107.0,752.0,105.0,1694.0,1065.0,25.43627509009093,43.0,1.37
06/07/2004,01.00.00,0.9,917.0,4.9,761.0,55.0,931.0,75.0,1497.0,893.0,25.990110455080867,41.0,1.3461
06/07/2004,02.00.00,0.7,881.0,4.1,718.0,43.0,965.0,60.0,1510.0,837.0,23.279428486246616,48.4,1.3677
06/07/2004,04.00.00,0.4,829.0,2.2,602.0,23.0,1123.0,36.0,1410.0,596.0,23.59127993416041,46.7,1.3361
06/07/2004,05.00.00,0.7,913.0,4.6,743.0,65.0,931.0,66.0,1540.0,884.0,22.009301149577368,52.3,1.3539
06/07/2004,06.00.00,1.6,1077.0,10.2,985.0,165.0,742.0,97.0,1780.0,1170.0,21.66137127847469,52.5,1.3529
06/07/2004,07.00.00,3.8,1337.0,23.3,1386.0,274.0,565.0,115.0,2196.0,1596.0,22.664790582033675,49.1,1.3546
06/07/2004,08.00.00,5.1,1467.0,31.0,1575.0,369.0,472.0,145.0,2460.0,1873.0,24.89976304633265,43.3,1.3422
06/07/2004,09.00.00,3.4,1257.0,17.6,1227.0,308.0,611.0,162.0,1954.0,1608.0,26.68493598967325,39.4,1.3556
06/07/2004,10.00.00,2.6,1227.0,14.3,1125.0,227.0,675.0,147.0,1835.0,1470.0,30.46949423936894,32.9,1.4135
06/07/2004,11.00.00,2.2,1188.0,13.7,1108.0,178.0,693.0,132.0,1818.0,1275.0,34.21564180616406,27.2,1.4404
06/07/2004,12.00.00,3.4,1301.0,19.3,1276.0,267.0,631.0,179.0,1953.0,1407.0,38.019583547633374,20.9,1.3701
06/07/2004,13.00.00,3.4,1201.0,19.3,1278.0,278.0,657.0,174.0,1892.0,1302.0,39.5745755987009,16.9,1.2028
06/07/2004,14.00.00,1.8,1058.0,11.3,1026.0,165.0,794.0,132.0,1622.0,931.0,39.849913356709294,15.8,1.141
06/07/2004,15.00.00,2.0,1037.0,12.7,1075.0,172.0,789.0,151.0,1604.0,917.0,40.122847573133186,13.9,1.02
06/07/2004,16.00.00,2.4,1055.0,15.3,1157.0,216.0,762.0,168.0,1674.0,985.0,39.482135177822784,13.2,0.9332
06/07/2004,17.00.00,3.8,1179.0,22.5,1364.0,306.0,661.0,192.0,1845.0,1265.0,39.49321366397635,12.6,0.8894
06/07/2004,18.00.00,4.4,1298.0,25.0,1430.0,317.0,632.0,194.0,1946.0,2475.0,37.90203615522478,13.9,0.9015
06/07/2004,19.00.00,3.9,1213.0,21.1,1327.0,251.0,654.0,155.0,1864.0,2021.0,34.0732564314676,17.9,0.9444
06/07/2004,20.00.00,4.0,1233.0,23.8,1398.0,230.0,613.0,159.0,1975.0,1834.0,32.521826170006534,20.6,0.9939
06/07/2004,21.00.00,2.5,1086.0,14.9,1145.0,154.0,737.0,125.0,1717.0,1426.0,30.272472386364825,23.2,0.9889
06/07/2004,22.00.00,2.1,1056.0,12.8,1078.0,137.0,765.0,108.0,1668.0,1272.0,28.714595425408334,25.1,0.9793
06/07/2004,23.00.00,2.4,1138.0,14.3,1128.0,133.0,681.0,110.0,1737.0,1490.0,27.799912592570763,29.9,1.1018
07/07/2004,00.00.00,2.1,1112.0,14.3,1128.0,117.0,675.0,99.0,1771.0,1440.0,26.909477025008528,32.6,1.1381
07/07/2004,01.00.00,1.6,992.0,9.2,948.0,106.0,773.0,95.0,1609.0,1271.0,26.22451358800754,33.7,1.1377
07/07/2004,02.00.00,0.8,895.0,5.1,767.0,55.0,931.0,69.0,1463.0,985.0,25.904961485415697,33.9,1.1065
07/07/2004,04.00.00,0.4,828.0,2.6,626.0,27.0,1073.0,45.0,1362.0,754.0,25.565890788217075,34.6,1.1096
07/07/2004,05.00.00,0.5,894.0,4.0,709.0,46.0,997.0,53.0,1432.0,853.0,24.055648178211413,37.8,1.1077
07/07/2004,06.00.00,1.3,1072.0,9.9,976.0,144.0,740.0,88.0,1673.0,1340.0,23.899076608009636,39.3,1.1522
07/07/2004,07.00.00,4.1,1425.0,27.3,1486.0,392.0,512.0,136.0,2305.0,1869.0,24.79323704516442,38.4,1.1808
07/07/2004,08.00.00,4.1,1428.0,27.9,1500.0,358.0,496.0,141.0,2275.0,2021.0,26.887699178162343,34.4,1.2036
07/07/2004,09.00.00,4.0,1359.0,24.5,1415.0,381.0,572.0,189.0,2081.0,1902.0,29.6158536601979,28.7,1.1706
07/07/2004,10.00.00,2.2,1182.0,14.2,1122.0,261.0,730.0,166.0,1707.0,1527.0,34.53344287117943,21.1,1.1398
07/07/2004,11.00.00,2.0,1117.0,11.9,1045.0,207.0,761.0,154.0,1623.0,1260.0,38.14322029252071,17.0,1.1216
07/07/2004,12.00.00,2.0,1119.0,13.1,1088.0,155.0,741.0,149.0,1640.0,1124.0,40.28060958156129,14.5,1.0736
07/07/2004,13.00.00,2.2,1068.0,15.1,1152.0,193.0,739.0,142.0,1683.0,1309.0,42.58463363698684,9.6,0.8012
07/07/2004,14.00.00,2.2,1090.0,14.1,1120.0,195.0,743.0,130.0,1629.0,1283.0,42.46335543342866,10.2,0.8478
07/07/2004,15.00.00,1.8,1056.0,11.3,1024.0,159.0,792.0,121.0,1555.0,1068.0,40.94301125759375,11.6,0.8872
07/07/2004,16.00.00,1.8,1098.0,10.8,1007.0,120.0,799.0,116.0,1546.0,937.0,41.22678234243358,13.0,1.0154
07/07/2004,17.00.00,3.3,1318.0,21.5,1339.0,228.0,635.0,177.0,1925.0,1416.0,39.20314013410825,14.5,1.0106
07/07/2004,18.00.00,4.3,1348.0,21.8,1347.0,348.0,599.0,233.0,1903.0,1611.0,36.802091527031735,17.9,1.096
07/07/2004,19.00.00,5.3,1502.0,29.8,1546.0,337.0,538.0,223.0,2199.0,1919.0,35.59864798290664,20.4,1.1646
07/07/2004,20.00.00,4.3,1373.0,22.5,1364.0,282.0,597.0,184.0,2005.0,1745.0,33.536239498178475,22.6,1.1658
07/07/2004,21.00.00,3.6,1397.0,21.8,1346.0,228.0,580.0,165.0,2017.0,1837.0,31.4578367821523,27.8,1.2671
07/07/2004,22.00.00,2.4,1286.0,17.1,1214.0,168.0,620.0,132.0,1880.0,1759.0,31.120035490836017,29.3,1.3055
07/07/2004,23.00.00,2.1,1222.0,15.4,1161.0,173.0,661.0,122.0,1827.0,1593.0,30.097994952753652,30.9,1.3026
08/07/2004,00.00.00,1.2,1069.0,10.2,983.0,87.0,749.0,88.0,1627.0,1357.0,29.934590470977128,30.2,1.2502
08/07/2004,01.00.00,0.9,1011.0,7.2,864.0,65.0,809.0,79.0,1532.0,1231.0,28.57231353392126,32.5,1.2361
08/07/2004,02.00.00,0.6,962.0,5.8,803.0,43.0,853.0,60.0,1507.0,1066.0,27.597064529312775,34.0,1.231
08/07/2004,05.00.00,0.6,986.0,5.4,784.0,66.0,839.0,74.0,1503.0,1204.0,25.663707861676812,38.8,1.2545
08/07/2004,06.00.00,0.6,990.0,6.2,821.0,57.0,848.0,62.0,1511.0,1079.0,27.651136334054172,34.6,1.2518
08/07/2004,07.00.00,2.2,1296.0,16.9,1208.0,231.0,603.0,115.0,1914.0,1593.0,25.739609647076577,37.4,1.2289
08/07/2004,08.00.00,3.2,1371.0,23.2,1384.0,219.0,545.0,119.0,2082.0,1745.0,28.355835640830264,32.5,1.2441
08/07/2004,09.00.00,3.0,1385.0,18.0,1240.0,288.0,596.0,155.0,1919.0,1847.0,29.42685841966886,32.7,1.3229
08/07/2004,10.00.00,2.7,1381.0,17.6,1227.0,312.0,595.0,162.0,1903.0,1845.0,29.865611826768145,33.1,1.3693
08/07/2004,11.00.00,3.2,1396.0,20.3,1306.0,361.0,587.0,189.0,1934.0,1886.0,33.41447111577145,26.8,1.3586
08/07/2004,12.00.00,1.4,1070.0,10.6,1000.0,147.0,801.0,115.0,1538.0,1039.0,40.40814185581985,15.8,1.1604
08/07/2004,13.00.00,1.3,1076.0,9.9,972.0,111.0,819.0,109.0,1525.0,923.0,41.82473369222134,15.0,1.1989
08/07/2004,14.00.00,1.4,1126.0,10.7,1004.0,98.0,788.0,108.0,1609.0,926.0,41.134641798213124,15.7,1.2071
08/07/2004,15.00.00,2.1,1225.0,16.5,1196.0,156.0,673.0,145.0,1775.0,1277.0,41.85019501604256,14.8,1.1944
08/07/2004,16.00.00,2.4,1202.0,16.9,1206.0,213.0,671.0,167.0,1807.0,1301.0,40.91209456267825,14.6,1.114
08/07/2004,17.00.00,3.1,1308.0,20.5,1310.0,250.0,628.0,200.0,1891.0,1385.0,39.07477273570839,16.9,1.1705
08/07/2004,18.00.00,3.5,1440.0,19.4,1281.0,253.0,580.0,178.0,2021.0,1474.0,36.50115731547703,27.3,1.6308
08/07/2004,19.00.00,5.1,1611.0,30.0,1552.0,317.0,487.0,206.0,2371.0,1948.0,34.89978519755908,29.3,1.611
08/07/2004,20.00.00,4.5,1387.0,24.6,1419.0,309.0,559.0,192.0,2113.0,1677.0,33.595025828333746,26.4,1.3515
08/07/2004,21.00.00,2.9,1268.0,16.9,1206.0,201.0,648.0,137.0,1900.0,1434.0,32.175968316267245,27.6,1.3044
08/07/2004,22.00.00,2.6,1237.0,15.8,1175.0,173.0,660.0,128.0,1834.0,1424.0,30.431689022516366,29.7,1.2742
08/07/2004,23.00.00,2.7,1302.0,16.6,1198.0,156.0,628.0,121.0,1934.0,1504.0,29.44569257023977,35.6,1.4383
09/07/2004,00.00.00,3.2,1347.0,19.5,1282.0,190.0,575.0,136.0,1996.0,1661.0,29.13951529294718,34.8,1.38
09/07/2004,01.00.00,2.3,1355.0,16.6,1198.0,129.0,564.0,109.0,1905.0,1714.0,27.77560022799298,41.9,1.537
09/07/2004,02.00.00,1.0,1023.0,6.2,822.0,65.0,823.0,74.0,1585.0,1050.0,28.053288083523512,41.6,1.5425
09/07/2004,04.00.00,0.4,876.0,2.3,605.0,29.0,1144.0,40.0,1432.0,456.0,27.36643325164914,42.2,1.5177
09/07/2004,05.00.00,0.6,932.0,3.9,707.0,58.0,1011.0,61.0,1509.0,554.0,26.538871941622347,42.8,1.4713
09/07/2004,06.00.00,1.0,1020.0,7.2,866.0,92.0,847.0,83.0,1636.0,744.0,26.97522824932821,40.3,1.4041
09/07/2004,07.00.00,2.9,1264.0,18.1,1241.0,228.0,609.0,129.0,1989.0,1280.0,27.01836810237728,37.3,1.3081
09/07/2004,09.00.00,1.8,1079.0,9.7,966.0,154.0,785.0,115.0,1640.0,927.0,27.38743068743497,32.0,1.1545
09/07/2004,10.00.00,1.8,1036.0,9.4,955.0,166.0,829.0,130.0,1527.0,840.0,30.364928193739615,24.7,1.0592
09/07/2004,11.00.00,1.7,1002.0,9.6,964.0,149.0,828.0,137.0,1546.0,786.0,32.84459954727208,20.1,0.9902
09/07/2004,12.00.00,1.5,995.0,9.5,959.0,111.0,856.0,116.0,1544.0,690.0,33.9075015756971,18.4,0.9587
09/07/2004,13.00.00,1.7,1008.0,9.6,962.0,145.0,845.0,129.0,1545.0,742.0,34.39837846532464,19.3,1.0325
09/07/2004,14.00.00,1.3,978.0,9.6,962.0,105.0,846.0,117.0,1527.0,680.0,34.31127334071789,19.6,1.0399
09/07/2004,15.00.00,1.5,989.0,10.3,990.0,113.0,822.0,138.0,1577.0,705.0,33.08947528782301,20.4,1.0195
09/07/2004,16.00.00,1.5,961.0,10.2,985.0,115.0,845.0,139.0,1554.0,677.0,32.19803265342489,19.1,0.915
09/07/2004,17.00.00,2.3,1009.0,14.0,1116.0,202.0,779.0,180.0,1602.0,877.0,32.32285287277773,17.1,0.8124
09/07/2004,18.00.00,2.2,970.0,14.0,1117.0,180.0,786.0,162.0,1579.0,844.0,31.168816428398713,17.1,0.7526
09/07/2004,19.00.00,2.8,1097.0,16.6,1199.0,190.0,699.0,158.0,1738.0,1006.0,28.191928277199622,24.9,0.9412
09/07/2004,20.00.00,2.7,1065.0,13.6,1105.0,207.0,723.0,162.0,1672.0,987.0,26.471122077899054,30.2,1.033
09/07/2004,21.00.00,1.7,1036.0,10.2,986.0,113.0,776.0,112.0,1614.0,868.0,24.75199657236226,36.8,1.1357
09/07/2004,22.00.00,1.5,1049.0,9.5,958.0,98.0,794.0,104.0,1648.0,861.0,23.675620793597773,43.4,1.2495
09/07/2004,23.00.00,2.3,1147.0,11.8,1043.0,152.0,727.0,125.0,1719.0,1042.0,22.995374917867593,46.2,1.2815
10/07/2004,00.00.00,2.3,1118.0,13.0,1082.0,161.0,694.0,127.0,1792.0,1080.0,22.658044741663616,47.7,1.2977
10/07/2004,01.00.00,1.5,1016.0,9.6,963.0,91.0,776.0,95.0,1661.0,811.0,22.175774642266333,49.5,1.3081
10/07/2004,02.00.00,1.0,940.0,6.7,845.0,57.0,845.0,70.0,1539.0,704.0,21.755001575802453,51.9,1.3254
10/07/2004,04.00.00,0.3,831.0,2.6,626.0,22.0,1126.0,33.0,1406.0,484.0,22.460927004693076,49.7,1.3333
10/07/2004,05.00.00,0.4,877.0,4.0,711.0,41.0,1018.0,45.0,1475.0,580.0,21.759296676144004,52.0,1.3313
10/07/2004,06.00.00,0.5,872.0,4.3,725.0,53.0,976.0,56.0,1471.0,668.0,21.226408285088837,53.2,1.3181
10/07/2004,07.00.00,0.9,958.0,5.9,805.0,92.0,886.0,74.0,1551.0,835.0,22.124435798905324,51.0,1.3296
10/07/2004,08.00.00,1.1,959.0,6.8,848.0,91.0,859.0,84.0,1572.0,739.0,25.334276106907055,41.6,1.301
10/07/2004,09.00.00,1.4,997.0,8.8,933.0,89.0,799.0,93.0,1612.0,763.0,26.789692841703072,36.4,1.2596
10/07/2004,10.00.00,1.1,916.0,6.7,843.0,81.0,891.0,97.0,1511.0,614.0,29.167727522784844,29.7,1.1751
10/07/2004,11.00.00,0.9,895.0,6.4,831.0,66.0,946.0,83.0,1473.0,566.0,31.15244702529162,23.4,1.0487
10/07/2004,12.00.00,0.8,855.0,6.0,812.0,53.0,982.0,71.0,1416.0,508.0,32.25043311394984,20.5,0.9806
10/07/2004,13.00.00,0.8,861.0,6.0,811.0,61.0,997.0,78.0,1409.0,509.0,33.08714510453865,19.2,0.9634
10/07/2004,14.00.00,0.6,821.0,5.0,766.0,48.0,1071.0,62.0,1323.0,457.0,33.02610769402236,16.8,0.8391
10/07/2004,15.00.00,0.6,835.0,4.4,731.0,39.0,1108.0,54.0,1323.0,438.0,32.97080605663359,18.3,0.9081
10/07/2004,16.00.00,0.5,813.0,4.4,732.0,41.0,1118.0,59.0,1303.0,427.0,32.077215744413586,18.0,0.8599
10/07/2004,17.00.00,0.7,833.0,5.5,786.0,48.0,1064.0,69.0,1328.0,453.0,31.607299964874983,18.7,0.8624
10/07/2004,18.00.00,0.8,859.0,5.8,803.0,50.0,1032.0,67.0,1363.0,479.0,30.16357765463181,21.4,0.9064
10/07/2004,19.00.00,0.9,887.0,5.3,778.0,51.0,978.0,58.0,1387.0,500.0,26.97302247560583,28.2,1.0013
10/07/2004,20.00.00,1.3,970.0,8.0,900.0,70.0,856.0,77.0,1559.0,647.0,25.837780872592703,33.7,1.1228
10/07/2004,21.00.00,1.3,990.0,7.2,866.0,89.0,866.0,94.0,1551.0,728.0,24.821238568343688,38.8,1.1929
10/07/2004,22.00.00,1.4,1022.0,8.0,899.0,100.0,846.0,97.0,1588.0,820.0,23.49206013698131,43.2,1.229
10/07/2004,23.00.00,1.9,1075.0,10.4,993.0,139.0,781.0,110.0,1682.0,946.0,23.14015435334295,44.2,1.2317
11/07/2004,00.00.00,2.3,1088.0,11.6,1035.0,176.0,751.0,116.0,1713.0,1018.0,22.64096665708348,45.3,1.2299
11/07/2004,01.00.00,1.0,925.0,6.4,831.0,71.0,880.0,74.0,1513.0,789.0,21.59196939971298,47.5,1.2118
11/07/2004,02.00.00,0.5,853.0,4.1,716.0,37.0,994.0,51.0,1423.0,647.0,22.060701712151058,45.8,1.1965
11/07/2004,04.00.00,0.4,796.0,2.7,636.0,30.0,1092.0,40.0,1387.0,576.0,20.640176627784967,50.3,1.2041
11/07/2004,05.00.00,0.3,796.0,2.6,628.0,29.0,1136.0,36.0,1385.0,555.0,20.64676361065358,50.6,1.2119
11/07/2004,06.00.00,0.2,795.0,2.3,606.0,25.0,1152.0,35.0,1369.0,552.0,21.24542199401185,48.8,1.2189
11/07/2004,07.00.00,0.4,842.0,3.1,656.0,40.0,1080.0,48.0,1427.0,620.0,20.513212631922215,52.6,1.247
11/07/2004,08.00.00,0.3,850.0,3.1,659.0,32.0,1077.0,38.0,1402.0,557.0,23.60114712966606,44.0,1.2596
11/07/2004,09.00.00,0.6,884.0,4.0,709.0,43.0,1027.0,54.0,1442.0,556.0,25.928216640139,37.9,1.2334
11/07/2004,10.00.00,0.6,907.0,4.6,741.0,44.0,983.0,57.0,1486.0,573.0,28.07636437471956,33.6,1.2433
11/07/2004,11.00.00,0.6,846.0,3.9,703.0,35.0,1034.0,54.0,1380.0,514.0,28.963547891704366,28.3,1.1116
11/07/2004,12.00.00,0.5,827.0,3.8,697.0,32.0,1070.0,46.0,1371.0,478.0,29.598845875822008,25.9,1.0489
11/07/2004,13.00.00,0.4,804.0,2.8,636.0,21.0,1185.0,36.0,1321.0,424.0,32.19520218949765,22.3,1.0366
11/07/2004,14.00.00,0.2,775.0,2.5,619.0,10.0,1254.0,19.0,1272.0,386.0,32.272789962955656,20.0,0.9488
11/07/2004,15.00.00,0.4,802.0,3.0,651.0,22.0,1206.0,34.0,1282.0,403.0,32.187709665257714,19.3,0.922
11/07/2004,16.00.00,0.6,844.0,4.7,751.0,46.0,1064.0,63.0,1327.0,462.0,32.89516087062657,17.7,0.8758
11/07/2004,17.00.00,0.9,881.0,5.0,765.0,66.0,1029.0,86.0,1359.0,489.0,31.943617759738117,19.8,0.9273
11/07/2004,18.00.00,0.7,877.0,4.5,736.0,49.0,1077.0,65.0,1347.0,463.0,29.51771267526783,24.1,0.9831
11/07/2004,19.00.00,1.2,931.0,7.7,885.0,86.0,892.0,101.0,1467.0,585.0,26.843077132478356,27.1,0.948
11/07/2004,20.00.00,1.6,1011.0,9.7,967.0,111.0,818.0,116.0,1565.0,748.0,24.95233145012753,30.9,0.9815
11/07/2004,21.00.00,1.8,1035.0,11.0,1015.0,143.0,757.0,124.0,1651.0,940.0,24.09690876258537,35.9,1.0684
11/07/2004,22.00.00,2.4,1153.0,11.8,1042.0,184.0,733.0,136.0,1700.0,1022.0,23.17162364302203,43.2,1.2104
11/07/2004,23.00.00,1.5,1020.0,8.7,929.0,134.0,805.0,108.0,1615.0,929.0,22.777310833800584,43.9,1.1962
12/07/2004,00.00.00,0.9,954.0,7.5,879.0,78.0,837.0,82.0,1550.0,834.0,21.690826670848764,44.0,1.1244
12/07/2004,01.00.00,0.8,903.0,5.7,800.0,50.0,911.0,68.0,1478.0,751.0,20.645717229228467,46.4,1.1198
12/07/2004,02.00.00,0.2,779.0,2.0,581.0,13.0,1204.0,22.0,1323.0,505.0,21.221316040260717,46.2,1.1482
