Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer_Value
3.0,0.0,34.0,2.0,5859.0,100.0,27.0,13.0,2.0,2.0,1.0,24.0,78.10489511226835,0.0,78.02686824402424
1.0,1.0,29.0,0.0,4905.0,100.0,12.0,28.0,3.0,1.0,1.0,32.0,210.5419615575841,0.0,210.33162992765622
1.0,0.0,22.0,0.0,1484.0,40.0,8.0,11.0,3.0,1.0,1.0,29.0,174.4696055648841,0.0,174.29531025462927
1.0,0.0,44.0,0.0,1782.0,61.0,27.0,7.0,3.0,2.0,1.0,28.0,99.7940654692376,0.0,99.69437109813934
0.0,0.0,23.0,2.0,9567.0,173.0,19.0,39.0,3.0,2.0,1.0,28.0,403.8482527610291,0.0,403.4448079530756
1.0,1.0,37.0,1.0,1587.0,43.0,14.0,12.0,3.0,1.0,1.0,35.0,103.24029135012589,0.0,103.13715419592984
0.0,0.0,21.0,0.0,3812.0,28.0,5.0,17.0,2.0,1.0,1.0,24.0,129.97467403024032,0.0,129.84482920103915
0.0,0.0,19.0,0.0,14111.0,132.0,3.0,37.0,3.0,1.0,1.0,33.0,710.1773006165112,0.0,709.4678327837267
5.0,0.0,38.0,2.0,6105.0,119.0,11.0,71.0,2.0,1.0,1.0,26.0,36.44588482102937,0.0,36.409475345683646
0.0,0.0,36.0,0.0,5342.0,63.0,56.0,17.0,4.0,1.0,1.0,36.0,1246.2197484347723,0.0,1244.97477366111
6.0,1.0,41.0,1.0,4688.0,112.0,11.0,29.0,4.0,2.0,1.0,43.0,183.88548548629257,0.0,183.70178370258978
4.0,0.0,38.0,1.0,12548.0,169.0,219.0,66.0,3.0,1.0,1.0,32.0,842.0512968385601,0.0,841.2100867518075
2.0,0.0,23.0,2.0,7111.0,121.0,29.0,13.0,3.0,2.0,1.0,32.0,924.1940782842725,0.0,923.2708074767947
1.0,1.0,37.0,0.0,2286.0,31.0,67.0,15.0,3.0,1.0,1.0,31.0,439.0197401614659,0.0,438.5811590024629
0.0,0.0,43.0,0.0,729.0,62.0,33.0,14.0,1.0,1.0,1.0,18.0,217.64587605475066,0.0,217.42844760714328
5.0,1.0,19.0,1.0,12358.0,119.0,17.0,29.0,4.0,1.0,1.0,38.0,631.190115381218,0.0,630.559555825392
1.0,0.0,42.0,1.0,1913.0,37.0,207.0,11.0,3.0,2.0,1.0,29.0,544.5237764242565,0.0,543.9797966276284
1.0,0.0,40.0,0.0,1642.0,31.0,0.0,6.0,2.0,1.0,1.0,20.0,4.352671528554068,0.0,4.348323205348715
1.0,0.0,36.0,1.0,5058.0,84.0,7.0,30.0,4.0,1.0,1.0,37.0,264.51989080606194,0.0,264.2556351708908
5.0,0.0,38.0,1.0,2516.0,89.0,206.0,18.0,3.0,2.0,1.0,33.0,794.3001202749904,0.0,793.5066136613282
4.0,0.0,41.0,6.0,14976.0,186.0,226.0,67.0,4.0,1.0,1.0,47.0,1443.3911246737568,0.0,1441.949175498257
7.0,0.0,45.0,3.0,10833.0,152.0,189.0,58.0,3.0,1.0,2.0,28.0,871.6001950870308,0.0,870.7294656214085
2.0,0.0,15.0,1.0,697.0,29.0,101.0,17.0,2.0,1.0,1.0,22.0,194.83356326525333,0.0,194.6389243409122
0.0,0.0,30.0,0.0,362.0,9.0,32.0,10.0,3.0,1.0,1.0,29.0,93.9887777086811,0.0,93.89488282585515
3.0,0.0,28.0,1.0,3111.0,83.0,4.0,8.0,4.0,1.0,1.0,42.0,232.5172178482029,0.0,232.28493291528738
2.0,0.0,32.0,2.0,582.0,16.0,5.0,3.0,3.0,1.0,1.0,36.0,31.375604304164256,0.0,31.3442600441201
3.0,0.0,23.0,0.0,8299.0,163.0,0.0,34.0,2.0,1.0,1.0,27.0,8.898142432547948,0.0,8.88925317936857
1.0,1.0,36.0,0.0,6039.0,107.0,53.0,33.0,4.0,1.0,1.0,39.0,671.217201952164,0.0,670.5466552968666
5.0,0.0,27.0,4.0,2599.0,98.0,1.0,21.0,2.0,1.0,1.0,21.0,37.759737915711575,0.0,37.72201589981172
2.0,1.0,39.0,0.0,541.0,16.0,1.0,91.0,3.0,1.0,1.0,34.0,30.987112815992568,0.0,30.9561566593332
0.0,0.0,31.0,1.0,982.0,15.0,1.0,28.0,3.0,1.0,1.0,30.0,24.854249066748977,0.0,24.82941964710185
1.0,0.0,29.0,0.0,6804.0,92.0,10.0,27.0,4.0,1.0,1.0,37.0,205.05640102652535,0.0,204.85154947704814
0.0,0.0,37.0,0.0,2035.0,99.0,1.0,57.0,2.0,1.0,1.0,25.0,75.07917064710486,0.0,75.00416648062416
1.0,0.0,19.0,0.0,3240.0,71.0,55.0,12.0,3.0,1.0,1.0,30.0,613.6719295051352,0.0,613.0588706345001
4.0,0.0,40.0,0.0,3319.0,55.0,43.0,19.0,4.0,1.0,1.0,37.0,364.3890321590964,0.0,364.0250071519441
1.0,0.0,36.0,1.0,2811.0,89.0,24.0,56.0,3.0,1.0,1.0,28.0,288.6419581112767,0.0,288.35360450676967
0.0,0.0,29.0,1.0,675.0,216.0,9.0,11.0,2.0,1.0,1.0,25.0,97.4529992138931,0.0,97.35564357032267
1.0,0.0,35.0,1.0,1558.0,35.0,0.0,10.0,4.0,1.0,1.0,46.0,71.89463160963561,0.0,71.82280880083471
1.0,0.0,32.0,0.0,6156.0,118.0,3.0,34.0,3.0,1.0,1.0,31.0,159.7461560357319,0.0,159.58656946626547
1.0,0.0,25.0,2.0,6771.0,87.0,41.0,16.0,3.0,1.0,1.0,29.0,463.3245919870089,0.0,462.8617302567517
1.0,0.0,27.0,0.0,2788.0,85.0,8.0,26.0,1.0,1.0,1.0,19.0,180.64763095721344,0.0,180.46716379341984
4.0,0.0,37.0,2.0,4524.0,84.0,8.0,42.0,4.0,1.0,1.0,46.0,161.73379167438605,0.0,161.57221945493097
1.0,0.0,32.0,0.0,5344.0,67.0,0.0,23.0,1.0,1.0,1.0,19.0,52.532119245536045,0.0,52.47963960593007
1.0,0.0,31.0,1.0,10848.0,114.0,92.0,26.0,3.0,1.0,1.0,31.0,540.3687424935947,0.0,539.8289135800142
2.0,1.0,37.0,1.0,13845.0,156.0,122.0,34.0,4.0,2.0,1.0,45.0,1220.883510172216,1.0,1219.6638463258887
0.0,0.0,42.0,0.0,1117.0,31.0,3.0,16.0,3.0,1.0,1.0,29.0,12.674589755085012,0.0,12.661927827257744
0.0,0.0,28.0,0.0,4148.0,102.0,7.0,30.0,2.0,1.0,1.0,20.0,261.0263556242586,0.0,260.76559003422415
1.0,0.0,32.0,0.0,745.0,15.0,42.0,11.0,1.0,1.0,1.0,18.0,134.2050436433964,0.0,134.07097267072552
13.0,0.0,38.0,9.0,2748.0,77.0,65.0,21.0,3.0,1.0,1.0,30.0,331.88751972333375,0.0,331.55596375957384
2.0,0.0,44.0,0.0,357.0,40.0,0.0,20.0,2.0,2.0,1.0,22.0,5.14570235650586,0.0,5.140561794711144
0.0,0.0,26.0,0.0,6834.0,78.0,29.0,26.0,5.0,1.0,1.0,54.0,242.01008475225134,0.0,241.76831643581528
0.0,0.0,26.0,0.0,95.0,193.0,0.0,3.0,4.0,1.0,1.0,39.0,1.4533610476445646,0.0,1.4519091385060572
0.0,0.0,27.0,0.0,1828.0,35.0,10.0,15.0,4.0,1.0,1.0,23.0,59.31815809242967,0.0,59.258899193236374
1.0,1.0,34.0,0.0,457.0,9.0,2.0,2.0,4.0,1.0,1.0,42.0,44.297187573865116,0.0,44.25293463922584
4.0,0.0,30.0,0.0,6795.0,81.0,81.0,22.0,3.0,1.0,1.0,30.0,714.651461923857,0.0,713.9375243994568
1.0,0.0,38.0,1.0,5133.0,87.0,68.0,35.0,3.0,1.0,1.0,34.0,796.6006725995558,0.0,795.8048677318233
7.0,1.0,25.0,0.0,6715.0,95.0,1.0,33.0,3.0,1.0,1.0,32.0,129.8044834453297,0.0,129.6748086366929
0.0,0.0,32.0,1.0,1135.0,26.0,0.0,5.0,2.0,1.0,1.0,24.0,20.01253218007192,0.0,19.992539640431467
0.0,0.0,23.0,0.0,2289.0,82.0,0.0,21.0,2.0,1.0,1.0,21.0,15.159945462450178,0.0,15.144800661788375
1.0,0.0,42.0,0.0,396.0,249.0,0.0,6.0,3.0,1.0,1.0,34.0,6.386792147287953,0.0,6.380411735552394
1.0,1.0,41.0,1.0,2003.0,68.0,48.0,20.0,3.0,2.0,1.0,29.0,71.98495113311306,0.0,71.91303809501797
1.0,0.0,21.0,1.0,2345.0,25.0,0.0,12.0,3.0,1.0,1.0,35.0,5.7818975312758605,0.0,5.776121409865989
0.0,0.0,21.0,1.0,1048.0,28.0,290.0,6.0,4.0,1.0,1.0,38.0,504.1440264312095,0.0,503.6403860451639
15.0,0.0,42.0,3.0,5165.0,67.0,40.0,17.0,3.0,1.0,1.0,32.0,412.9839412186079,0.0,412.57136984875876
3.0,0.0,23.0,0.0,2090.0,65.0,1.0,12.0,1.0,1.0,1.0,18.0,98.00550215629411,0.0,97.9075945617323
1.0,0.0,16.0,1.0,123.0,25.0,85.0,21.0,2.0,1.0,1.0,20.0,197.44300079133336,0.0,197.24575503629686
8.0,0.0,27.0,0.0,3615.0,105.0,34.0,24.0,1.0,1.0,1.0,18.0,233.30754344365167,0.0,233.07446897467673
0.0,0.0,43.0,0.0,399.0,155.0,1.0,14.0,2.0,1.0,1.0,26.0,24.59440754138832,0.0,24.56983770368461
0.0,0.0,34.0,0.0,1036.0,22.0,16.0,9.0,4.0,1.0,1.0,41.0,99.14520581534057,0.0,99.04615965568479
0.0,0.0,23.0,1.0,10608.0,135.0,28.0,37.0,4.0,1.0,1.0,42.0,367.7164644093863,0.0,367.34911529409186
0.0,0.0,27.0,0.0,178.0,128.0,12.0,0.0,4.0,1.0,1.0,39.0,31.00208189796123,0.0,30.971110787174023
4.0,0.0,20.0,5.0,5205.0,126.0,6.0,37.0,1.0,2.0,1.0,20.0,312.21575911858685,0.0,311.9038552633232
5.0,0.0,41.0,4.0,13932.0,171.0,151.0,38.0,3.0,1.0,1.0,32.0,1564.7481186161156,0.0,1563.1849336824314
2.0,1.0,25.0,1.0,733.0,24.0,44.0,12.0,2.0,1.0,1.0,26.0,33.36451199767338,0.0,33.331180816856495
1.0,0.0,34.0,0.0,1148.0,95.0,0.0,22.0,2.0,1.0,1.0,26.0,8.005209551968846,0.0,7.997212339629209
7.0,1.0,41.0,1.0,2094.0,43.0,39.0,36.0,4.0,1.0,1.0,38.0,153.78585175565672,0.0,153.63221953612043
9.0,0.0,36.0,5.0,6986.0,153.0,401.0,21.0,3.0,1.0,1.0,30.0,1060.0656666791476,0.0,1059.0066600191274
0.0,0.0,30.0,0.0,132.0,85.0,0.0,2.0,2.0,1.0,1.0,21.0,0.24478161961086925,0.0,0.24453708252834064
1.0,0.0,33.0,0.0,520.0,33.0,19.0,3.0,4.0,1.0,1.0,41.0,66.27478089896717,0.0,66.20857232664045
1.0,0.0,29.0,0.0,7929.0,130.0,149.0,40.0,2.0,1.0,1.0,27.0,1065.647330989387,0.0,1064.5827482411448
1.0,0.0,34.0,2.0,2155.0,17.0,72.0,13.0,3.0,1.0,1.0,35.0,300.3987221725058,0.0,300.09862354895654
7.0,0.0,25.0,6.0,8621.0,118.0,214.0,17.0,4.0,2.0,1.0,46.0,1271.448402225628,0.0,1270.1782240016248
0.0,0.0,36.0,1.0,7608.0,89.0,25.0,21.0,4.0,1.0,1.0,40.0,195.84648157622414,0.0,195.65083074547846
2.0,0.0,27.0,0.0,1466.0,18.0,0.0,14.0,3.0,1.0,1.0,28.0,0.16915369296051463,0.0,0.16898470825226222
0.0,0.0,41.0,0.0,141.0,87.0,120.0,11.0,2.0,1.0,1.0,25.0,177.85307637213901,0.0,177.67540097116765
14.0,1.0,40.0,3.0,15075.0,183.0,227.0,76.0,3.0,1.0,1.0,33.0,1601.9049515717413,0.0,1600.304646924815
1.0,0.0,35.0,0.0,297.0,11.0,21.0,4.0,2.0,1.0,1.0,20.0,104.08945698048515,0.0,103.98547150897608
7.0,0.0,19.0,0.0,2419.0,66.0,2.0,29.0,2.0,1.0,1.0,20.0,37.24839178493909,0.0,37.211180604334714
0.0,0.0,28.0,0.0,1371.0,39.0,36.0,13.0,3.0,1.0,1.0,30.0,508.8064830965453,0.0,508.29818491163314
0.0,0.0,42.0,0.0,4310.0,94.0,21.0,28.0,4.0,1.0,1.0,38.0,479.8245493867309,0.0,479.3452041825479
0.0,0.0,47.0,1.0,5327.0,89.0,0.0,27.0,3.0,1.0,1.0,27.0,80.7677468615992,0.0,80.68705980179733
0.0,0.0,30.0,0.0,1475.0,40.0,4.0,8.0,2.0,1.0,1.0,24.0,102.29789723349775,0.0,102.1957015319657
1.0,0.0,29.0,1.0,2910.0,39.0,16.0,9.0,3.0,1.0,1.0,31.0,136.47257645628073,0.0,136.33624021606454
0.0,0.0,47.0,0.0,736.0,60.0,26.0,7.0,2.0,1.0,1.0,24.0,165.69308822550883,0.0,165.52756066484383
1.0,0.0,26.0,1.0,920.0,20.0,1.0,5.0,3.0,1.0,1.0,30.0,129.64933430355126,0.0,129.51981448906207
8.0,1.0,23.0,0.0,5222.0,97.0,55.0,24.0,4.0,1.0,1.0,17.0,336.17362341623846,0.0,335.8377856306075
11.0,0.0,42.0,2.0,12462.0,136.0,46.0,50.0,4.0,1.0,1.0,51.0,601.6697858929342,0.0,601.0687171757578
3.0,0.0,33.0,0.0,8036.0,122.0,21.0,30.0,2.0,1.0,1.0,23.0,286.1100581477715,0.0,285.82423391385737
4.0,0.0,42.0,0.0,5385.0,96.0,22.0,23.0,3.0,1.0,1.0,36.0,233.79743775040595,0.0,233.56387387652916
0.0,0.0,25.0,0.0,704.0,9.0,0.0,11.0,2.0,1.0,1.0,22.0,3.6438505359636237,0.0,3.640210325637982
2.0,0.0,36.0,0.0,2729.0,41.0,0.0,2.0,3.0,1.0,1.0,28.0,42.6842319119676,0.0,42.641590321645914
3.0,0.0,34.0,0.0,341.0,18.0,269.0,10.0,3.0,1.0,1.0,32.0,618.041392351959,0.0,617.4239683835748
5.0,1.0,42.0,0.0,1586.0,54.0,9.0,13.0,2.0,1.0,1.0,26.0,127.55859397131549,0.0,127.43116280850685
2.0,0.0,35.0,2.0,3894.0,66.0,241.0,33.0,4.0,1.0,1.0,47.0,1618.8625667319218,0.0,1617.2453214105096
16.0,0.0,43.0,4.0,2540.0,164.0,20.0,34.0,3.0,1.0,1.0,34.0,640.5970788610009,0.0,639.9571217392611
0.0,0.0,12.0,0.0,122.0,238.0,81.0,5.0,5.0,1.0,1.0,16.0,53.941351222982064,0.0,53.88746375922278
0.0,0.0,46.0,0.0,2172.0,42.0,6.0,9.0,3.0,1.0,1.0,27.0,105.83118082840568,0.0,105.72545537303253
1.0,0.0,39.0,3.0,16968.0,124.0,0.0,23.0,2.0,1.0,1.0,27.0,365.39070336011,0.0,365.0256776824272
0.0,0.0,35.0,0.0,1162.0,19.0,6.0,4.0,2.0,1.0,1.0,23.0,74.2120888174874,0.0,74.1379508666207
0.0,0.0,29.0,0.0,475.0,1.0,12.0,6.0,2.0,1.0,1.0,25.0,46.51079301061434,0.0,46.464328681932365
1.0,1.0,33.0,0.0,4339.0,83.0,7.0,14.0,1.0,1.0,1.0,20.0,385.98029091817716,0.0,385.5946962219548
0.0,0.0,36.0,0.0,4241.0,60.0,3.0,5.0,2.0,1.0,1.0,26.0,155.74877012572483,0.0,155.5931769487759
2.0,1.0,35.0,3.0,3113.0,52.0,165.0,24.0,2.0,1.0,1.0,23.0,956.625273717472,0.0,955.6696041133577
0.0,0.0,22.0,0.0,884.0,12.0,2.0,0.0,3.0,1.0,1.0,27.0,63.132267525143824,0.0,63.06919832681695
1.0,1.0,43.0,0.0,9008.0,109.0,2.0,17.0,5.0,1.0,1.0,53.0,318.62893825982917,0.0,318.31062763219666
0.0,0.0,39.0,0.0,821.0,45.0,26.0,21.0,2.0,1.0,1.0,21.0,79.32437509709477,0.0,79.24512996712757
9.0,0.0,42.0,9.0,10034.0,135.0,516.0,55.0,4.0,2.0,1.0,43.0,2076.043422315098,0.0,2073.969452862233
0.0,1.0,21.0,0.0,4235.0,48.0,14.0,11.0,4.0,1.0,1.0,41.0,44.48536008454506,0.0,44.44091916537963
0.0,1.0,40.0,0.0,2554.0,55.0,104.0,11.0,3.0,1.0,1.0,33.0,813.092283796712,0.0,812.2800037929181
1.0,1.0,46.0,1.0,10706.0,155.0,0.0,24.0,4.0,1.0,1.0,42.0,299.2705042212004,0.0,298.97153268851156
7.0,1.0,38.0,1.0,7043.0,84.0,13.0,32.0,3.0,1.0,1.0,30.0,121.31560639237388,0.0,121.19441198039335
1.0,0.0,13.0,0.0,700.0,35.0,0.0,3.0,3.0,1.0,1.0,31.0,26.073345166237814,0.0,26.047297868369416
3.0,0.0,33.0,0.0,2210.0,93.0,10.0,23.0,2.0,1.0,1.0,24.0,114.68720806082628,0.0,114.57263542540078
0.0,0.0,36.0,0.0,2927.0,94.0,0.0,19.0,4.0,1.0,1.0,37.0,27.38311217726378,0.0,27.355756420842912
2.0,0.0,22.0,0.0,781.0,10.0,1.0,7.0,2.0,1.0,1.0,26.0,24.174673833314273,0.0,24.150523310004242
1.0,0.0,32.0,0.0,548.0,15.0,11.0,22.0,4.0,1.0,1.0,41.0,87.11336014926238,0.0,87.02633381544685
2.0,0.0,20.0,0.0,24.0,174.0,0.0,3.0,2.0,1.0,1.0,24.0,5.14130254955035,0.0,5.136166383167176
4.0,0.0,25.0,0.0,1502.0,80.0,0.0,18.0,2.0,1.0,1.0,26.0,3.9032286577172544,0.0,3.8993293283888613
0.0,0.0,22.0,0.0,68.0,176.0,0.0,0.0,1.0,1.0,1.0,19.0,0.7556834137358369,0.0,0.7549284852505855
1.0,0.0,45.0,0.0,1653.0,65.0,0.0,40.0,2.0,1.0,1.0,22.0,0.6963597327500395,0.0,0.6956640686813574
9.0,0.0,41.0,2.0,6833.0,135.0,4.0,66.0,1.0,1.0,1.0,18.0,122.03538673567049,0.0,121.91347326240796
0.0,0.0,36.0,0.0,3778.0,63.0,0.0,14.0,3.0,1.0,1.0,30.0,36.19628867803652,0.0,36.160128549487
0.0,0.0,32.0,0.0,1383.0,46.0,252.0,8.0,3.0,1.0,1.0,35.0,776.0001700382963,0.0,775.2249450932023
3.0,0.0,36.0,1.0,2762.0,57.0,10.0,4.0,3.0,1.0,1.0,35.0,212.66741228453333,0.0,212.4549573272059
0.0,0.0,22.0,0.0,290.0,225.0,48.0,8.0,2.0,1.0,1.0,25.0,102.75267736925134,0.0,102.65002734190934
1.0,0.0,35.0,1.0,566.0,6.0,62.0,9.0,3.0,1.0,1.0,36.0,49.58913835505397,0.0,49.53959875629763
3.0,1.0,34.0,0.0,9003.0,105.0,191.0,31.0,4.0,1.0,1.0,44.0,1063.498597772439,0.0,1062.436161610827
1.0,0.0,36.0,1.0,942.0,21.0,22.0,6.0,3.0,1.0,1.0,33.0,201.17137071552753,0.0,200.9704003152121
4.0,1.0,45.0,4.0,9052.0,100.0,0.0,13.0,3.0,1.0,1.0,33.0,100.5625714608429,0.0,100.4621093514913
0.0,0.0,18.0,0.0,196.0,237.0,0.0,1.0,2.0,1.0,1.0,20.0,10.509662746771374,0.0,10.499163583188176
2.0,0.0,27.0,3.0,2138.0,36.0,9.0,23.0,4.0,1.0,1.0,46.0,62.5323177802379,0.0,62.469847932305534
1.0,0.0,25.0,0.0,5834.0,106.0,36.0,24.0,3.0,1.0,1.0,29.0,217.88881655425982,0.0,217.67114540885075
6.0,0.0,43.0,0.0,1806.0,58.0,43.0,22.0,3.0,1.0,1.0,27.0,293.0911409255677,0.0,292.7983425829844
3.0,1.0,15.0,2.0,1782.0,34.0,0.0,4.0,4.0,1.0,1.0,43.0,18.522682234695996,0.0,18.50417805663934
0.0,0.0,39.0,0.0,4594.0,88.0,92.0,26.0,4.0,1.0,1.0,40.0,1117.833896889325,0.0,1116.7171797096144
0.0,1.0,29.0,0.0,3150.0,59.0,2.0,10.0,4.0,1.0,1.0,37.0,307.7422269429791,0.0,307.43479215082795
1.0,0.0,41.0,0.0,5215.0,102.0,22.0,55.0,4.0,1.0,1.0,41.0,624.0581764913579,0.0,623.4347417496077
15.0,0.0,27.0,1.0,9128.0,119.0,14.0,29.0,3.0,1.0,1.0,34.0,617.7286200777506,0.0,617.1115085691808
1.0,0.0,30.0,0.0,3460.0,101.0,9.0,40.0,3.0,1.0,1.0,31.0,155.46200564754938,0.0,155.3066989486006
8.0,0.0,37.0,1.0,1923.0,52.0,59.0,12.0,2.0,1.0,1.0,22.0,381.27463722629153,0.0,380.8937434828083
0.0,1.0,33.0,0.0,239.0,38.0,0.0,12.0,2.0,1.0,1.0,24.0,1.9891890470327553,0.0,1.987201845187566
0.0,0.0,31.0,1.0,867.0,32.0,0.0,12.0,3.0,1.0,1.0,38.0,14.839078148967484,0.0,14.824253895072395
1.0,0.0,39.0,1.0,552.0,2.0,6.0,7.0,3.0,1.0,1.0,31.0,137.34336081278488,0.0,137.2061546581266
0.0,1.0,32.0,0.0,153.0,200.0,0.0,4.0,2.0,1.0,1.0,24.0,39.37834386074449,0.0,39.339004855888554
1.0,0.0,36.0,0.0,6030.0,88.0,23.0,23.0,4.0,1.0,1.0,40.0,553.4466282777925,0.0,552.8937345432486
0.0,0.0,35.0,0.0,10236.0,121.0,29.0,26.0,2.0,1.0,2.0,22.0,930.7963084286978,0.0,929.8664419867102
4.0,1.0,41.0,1.0,2310.0,83.0,48.0,28.0,3.0,1.0,1.0,28.0,356.43340644233984,0.0,356.0773291132262
4.0,0.0,40.0,1.0,5480.0,109.0,30.0,39.0,4.0,1.0,1.0,37.0,334.5738441946477,0.0,334.23960459005724
17.0,0.0,44.0,4.0,3618.0,103.0,16.0,35.0,3.0,1.0,1.0,28.0,371.57029997691535,0.0,371.199100876039
1.0,0.0,27.0,3.0,2160.0,49.0,27.0,18.0,4.0,1.0,1.0,39.0,253.24140068430705,0.0,252.98841227203476
3.0,0.0,18.0,0.0,57.0,167.0,1.0,1.0,2.0,1.0,1.0,22.0,5.432216868787571,0.0,5.426790078708857
1.0,0.0,32.0,0.0,324.0,41.0,0.0,2.0,3.0,1.0,1.0,29.0,46.1095689492464,0.0,46.06350544380255
0.0,0.0,28.0,0.0,1076.0,25.0,21.0,10.0,2.0,1.0,1.0,21.0,40.09185836351754,0.0,40.05180655696054
4.0,0.0,31.0,0.0,6203.0,101.0,3.0,30.0,3.0,1.0,1.0,29.0,174.2889750795152,0.0,174.11486021929576
0.0,1.0,23.0,0.0,590.0,8.0,0.0,2.0,4.0,1.0,1.0,42.0,1.315702283835268,0.0,1.3143878959393274
0.0,0.0,25.0,1.0,1467.0,23.0,156.0,8.0,2.0,1.0,1.0,23.0,359.09539506465,0.0,358.7366584062434
2.0,0.0,36.0,1.0,4106.0,106.0,0.0,39.0,4.0,1.0,1.0,44.0,67.30077299230385,0.0,67.23353945285093
5.0,0.0,34.0,1.0,2316.0,83.0,224.0,43.0,3.0,2.0,1.0,31.0,623.0238440653056,0.0,622.4014426226823
0.0,0.0,23.0,0.0,9579.0,98.0,57.0,39.0,4.0,1.0,1.0,39.0,1445.797739932202,0.0,1444.3533865456548
0.0,0.0,22.0,1.0,3357.0,64.0,82.0,20.0,4.0,1.0,1.0,44.0,631.7826440208723,0.0,631.1514925283433
14.0,0.0,38.0,8.0,9209.0,135.0,35.0,21.0,3.0,1.0,1.0,29.0,418.1970156291216,0.0,417.7792363927284
8.0,0.0,21.0,0.0,10347.0,111.0,20.0,32.0,3.0,1.0,1.0,30.0,822.6272922668282,0.0,821.8054867800474
0.0,0.0,25.0,0.0,600.0,2.0,102.0,10.0,2.0,1.0,1.0,27.0,302.9442009819877,0.0,302.64155942256485
0.0,0.0,36.0,0.0,2900.0,81.0,11.0,10.0,3.0,1.0,1.0,29.0,309.72132934723675,0.0,309.41191742980664
3.0,0.0,37.0,0.0,8885.0,119.0,80.0,37.0,5.0,1.0,1.0,50.0,919.7338286511704,0.0,918.8150136375319
1.0,0.0,12.0,0.0,1018.0,49.0,141.0,12.0,3.0,1.0,1.0,32.0,877.8385290000247,0.0,876.9615674325912
5.0,0.0,21.0,1.0,5628.0,96.0,125.0,54.0,1.0,1.0,1.0,20.0,856.8461423192767,0.0,855.9901521671088
0.0,0.0,23.0,1.0,15058.0,144.0,43.0,57.0,4.0,1.0,1.0,22.0,1130.436537499994,0.0,1129.307230269723
15.0,0.0,27.0,0.0,6028.0,134.0,126.0,62.0,3.0,1.0,1.0,29.0,542.3529448132463,0.0,541.8111336795662
0.0,0.0,39.0,0.0,5406.0,93.0,79.0,31.0,4.0,1.0,1.0,38.0,339.9260554639685,0.0,339.5864689949732
0.0,0.0,38.0,0.0,477.0,21.0,16.0,6.0,3.0,1.0,1.0,32.0,19.28817944902904,0.0,19.268910538490534
5.0,0.0,31.0,1.0,3913.0,85.0,17.0,22.0,3.0,1.0,1.0,28.0,91.34816461719744,0.0,91.25690770948786
2.0,1.0,31.0,2.0,12994.0,210.0,182.0,92.0,4.0,1.0,1.0,41.0,1177.990386506101,0.0,1176.8135729331666
6.0,0.0,44.0,0.0,0.0,52.0,0.0,8.0,3.0,1.0,1.0,33.0,6.0952948019830835,0.0,6.089205596386691
0.0,0.0,29.0,0.0,62.0,180.0,0.0,78.0,3.0,1.0,1.0,32.0,1.3901257125413446,0.0,1.3887369755657775
0.0,0.0,44.0,0.0,1169.0,17.0,52.0,2.0,4.0,1.0,1.0,37.0,305.2795095933083,0.0,304.9745350582497
0.0,0.0,24.0,0.0,1022.0,45.0,4.0,18.0,3.0,1.0,1.0,27.0,43.328210596589756,0.0,43.284925670918796
1.0,0.0,47.0,1.0,1410.0,38.0,42.0,4.0,5.0,2.0,1.0,54.0,114.97931751614738,0.0,114.86445306308418
0.0,0.0,24.0,0.0,4107.0,70.0,32.0,26.0,3.0,1.0,1.0,28.0,702.7327545258934,0.0,702.0307238020905
3.0,1.0,45.0,0.0,454.0,15.0,8.0,2.0,2.0,1.0,1.0,24.0,17.904746707917628,0.0,17.88685984806954
1.0,0.0,36.0,0.0,1940.0,35.0,23.0,12.0,2.0,1.0,1.0,21.0,185.21168580020114,0.0,185.0266591410599
0.0,0.0,36.0,0.0,1227.0,20.0,140.0,0.0,3.0,1.0,1.0,29.0,339.42406280336945,0.0,339.0849778255436
1.0,0.0,37.0,1.0,2780.0,84.0,473.0,37.0,2.0,1.0,1.0,24.0,661.7522579925455,0.0,661.0911668257193
0.0,0.0,35.0,0.0,366.0,195.0,4.0,4.0,3.0,1.0,1.0,30.0,12.738401731811944,0.0,12.725676055756173
0.0,0.0,20.0,0.0,432.0,10.0,0.0,6.0,1.0,1.0,1.0,18.0,0.9464411051797593,0.0,0.9454956095701882
16.0,0.0,36.0,6.0,12860.0,148.0,91.0,56.0,4.0,2.0,1.0,47.0,997.5236012234265,0.0,996.5270741492762
7.0,1.0,25.0,1.0,9546.0,106.0,15.0,14.0,3.0,1.0,1.0,29.0,521.172440201661,0.0,520.6517884132472
0.0,1.0,37.0,0.0,6.0,114.0,0.0,29.0,2.0,1.0,1.0,22.0,0.006917837265461642,0.0,0.006910926339122513
0.0,0.0,31.0,0.0,3537.0,64.0,4.0,22.0,3.0,1.0,1.0,32.0,161.12171883914152,0.0,160.9607580810603
0.0,0.0,31.0,0.0,4864.0,116.0,1.0,67.0,4.0,1.0,1.0,40.0,53.711144826647086,0.0,53.65748733930772
0.0,0.0,34.0,0.0,1271.0,53.0,26.0,10.0,2.0,1.0,1.0,23.0,174.27789798659717,0.0,174.10379419240456
